"ID","SPECIES","x","y","dbh"
20072,bb,36.56,1.03,17.8
20073,bg,36.84,3.24,14.5
20074,bg,33.67,2.7,13.8
20088,bb,34.92,15.36,22.1
20098,rm,32.35,16.55,9.1
20104,bg,26.0,1.53,11.6
20105,bg,33.25,10.72,10.4
20106,bg,27.26,18.91,8.3
20108,bg,26.58,8.05,9.7
20109,bg,34.45,9.13,5
20110,bg,34.86,12.57,5.8
20111,bg,26.55,11.84,7.6
20112,rm,31.38,13.63,5.6
20114,bg,32.63,2.55,3.5
20116,bg,35.86,14.5,4.5
20117,rm,35.66,9.62,3.6
20201,ro,51.91,17.84,42.2
20208,rm,50.95,3.52,32.8
20240,ro,54.98,1.6,39.7
20245,ro,60.86,6.4,63
20247,ro,59.26,7.51,31.9
20248,bg,60.66,7.8,14.8
20249,rm,60.56,9.88,13.9
20254,sh,69.51,19.54,14.7
20257,ro,66.02,13.55,39.7
20259,sm,66.05,10.04,6.3
20260,sm,66.32,12.25,8.2
20268,bg,69.52,2.37,10.5
20272,bb,61.56,1.03,17.8
20273,bg,61.84,3.24,14.5
20274,bg,58.67,2.7,13.8
20288,bb,59.92,15.36,22.1
20298,rm,57.35,16.55,9.1
20304,bg,51.0,1.53,11.6
20305,bg,58.25,10.72,10.4
20306,bg,52.26,18.91,8.3
20308,bg,51.58,8.05,9.7
20309,bg,59.45,9.13,5
20310,bg,59.86,12.57,5.8
20311,bg,51.55,11.84,7.6
20312,rm,56.38,13.63,5.6
20314,bg,57.63,2.55,3.5
20316,bg,60.86,14.5,4.5
20317,rm,60.66,9.62,3.6
20401,ro,26.91,42.84,42.2
20408,rm,25.95,28.52,32.8
20440,ro,29.98,26.6,39.7
20445,ro,35.86,31.4,63
20447,ro,34.26,32.51,31.9
20448,bg,35.66,32.8,14.8
20449,rm,35.56,34.88,13.9
20454,sh,44.51,44.54,14.7
20457,ro,40.02,38.55,39.7
20459,sm,40.05,35.04,6.3
20460,sm,40.32,37.25,8.2
20468,bg,44.52,27.37,10.5
20472,bb,36.56,26.03,17.8
20773,bg,36.84,28.24,14.5
20474,bg,33.67,27.7,13.8
20488,bb,34.92,40.36,22.1
20498,rm,32.35,41.55,9.1
20504,bg,26.0,26.53,11.6
20505,bg,33.25,35.72,10.4
20506,bg,27.26,43.91,8.3
20508,bg,26.58,33.05,9.7
20509,bg,34.45,34.13,5
20510,bg,34.86,37.57,5.8
20511,bg,26.55,36.84,7.6
20512,rm,31.38,38.63,5.6
20514,bg,32.63,27.55,3.5
20516,bg,35.86,39.5,4.5
20517,rm,35.66,34.62,3.6
20601,ro,51.91,42.84,42.2
20608,rm,50.95,28.52,32.8
20640,ro,54.98,26.6,39.7
20645,ro,60.86,31.4,63
20647,ro,59.26,32.51,31.9
20648,bg,60.66,32.8,14.8
20649,rm,60.56,34.88,13.9
20654,sh,69.51,44.54,14.7
20657,ro,66.02,38.55,39.7
20659,sm,66.05,35.04,6.3
20660,sm,66.32,37.25,8.2
20668,bg,69.52,27.37,10.5
20672,bb,61.56,26.03,17.8
20673,bg,61.84,28.24,14.5
20674,bg,58.67,27.7,13.8
20688,bb,59.92,40.36,22.1
20698,rm,57.35,41.55,9.1
20704,bg,51.0,26.53,11.6
20705,bg,58.25,35.72,10.4
20706,bg,52.26,43.91,8.3
20708,bg,51.58,33.05,9.7
20709,bg,59.45,34.13,5
20710,bg,59.86,37.57,5.8
20711,bg,51.55,36.84,7.6
20712,rm,56.38,38.63,5.6
20714,bg,57.63,27.55,3.5
20716,bg,60.86,39.5,4.5
20717,rm,60.66,34.62,3.6
30001,ro,49.91,17.84,42.2
30008,rm,48.95,3.52,32.8
30040,ro,52.98,1.6,39.7
30045,ro,58.86,6.4,63
30047,ro,57.26,7.51,31.9
30048,bg,58.66,7.8,14.8
30049,rm,58.56,9.88,13.9
30054,sh,67.51,19.54,14.7
30057,ro,63.02,13.55,39.7
30059,sm,63.05,10.04,6.3
30060,sm,63.32,12.25,8.2
30068,bg,67.52,2.37,10.5
30072,bb,59.56,1.03,17.8
30073,bg,59.84,3.24,14.5
30074,bg,56.67,2.7,13.8
30088,bb,57.92,15.36,22.1
30098,rm,55.35,16.55,9.1
30104,bg,49.0,1.53,11.6
30105,bg,56.25,10.72,10.4
30106,bg,50.26,18.91,8.3
30108,bg,49.58,8.05,9.7
30109,bg,57.45,9.13,5
30110,bg,57.86,12.57,5.8
30111,bg,49.55,11.84,7.6
30112,rm,54.38,13.63,5.6
30114,bg,55.63,2.55,3.5
30116,bg,58.86,14.5,4.5
30117,rm,58.66,9.62,3.6
30201,ro,74.91,17.84,42.2
30208,rm,73.95,3.52,32.8
30240,ro,77.98,1.6,39.7
30245,ro,83.86,6.4,63
30247,ro,82.26,7.51,31.9
30248,bg,83.66,7.8,14.8
30249,rm,83.56,9.88,13.9
30254,sh,92.51,19.54,14.7
30257,ro,89.02,13.55,39.7
30259,sm,89.05,10.04,6.3
30260,sm,89.32,12.25,8.2
30268,bg,92.52,2.37,10.5
30272,bb,84.56,1.03,17.8
30273,bg,84.84,3.24,14.5
30274,bg,81.67,2.7,13.8
30288,bb,82.92,15.36,22.1
30298,rm,80.35,16.55,9.1
30304,bg,74.0,1.53,11.6
30305,bg,81.25,10.72,10.4
30306,bg,75.26,18.91,8.3
30308,bg,74.58,8.05,9.7
30309,bg,82.45,9.13,5
30310,bg,82.86,12.57,5.8
30311,bg,74.55,11.84,7.6
30312,rm,79.38,13.63,5.6
30314,bg,80.63,2.55,3.5
30316,bg,83.86,14.5,4.5
30317,rm,83.66,9.62,3.6
30401,ro,49.91,42.84,42.2
30408,rm,48.95,28.52,32.8
30440,ro,52.98,26.6,39.7
30445,ro,58.86,31.4,63
30447,ro,57.26,32.51,31.9
30448,bg,58.66,32.8,14.8
30449,rm,58.56,34.88,13.9
30454,sh,67.51,44.54,14.7
30457,ro,63.02,38.55,39.7
30459,sm,63.05,35.04,6.3
30460,sm,63.32,37.25,8.2
30468,bg,67.52,27.37,10.5
30472,bb,59.56,26.03,17.8
30773,bg,59.84,28.24,14.5
30474,bg,56.67,27.7,13.8
30488,bb,57.92,40.36,22.1
30498,rm,55.35,41.55,9.1
30504,bg,49.0,26.53,11.6
30505,bg,56.25,35.72,10.4
30506,bg,50.26,43.91,8.3
30508,bg,49.58,33.05,9.7
30509,bg,57.45,34.13,5
30510,bg,57.86,37.57,5.8
30511,bg,49.55,36.84,7.6
30512,rm,54.38,38.63,5.6
30514,bg,55.63,27.55,3.5
30516,bg,58.86,39.5,4.5
30517,rm,58.66,34.62,3.6
30601,ro,74.91,42.84,42.2
30608,rm,73.95,28.52,32.8
30640,ro,77.98,26.6,39.7
30645,ro,83.86,31.4,63
30647,ro,82.26,32.51,31.9
30648,bg,83.66,32.8,14.8
30649,rm,83.56,34.88,13.9
30654,sh,92.51,44.54,14.7
30657,ro,89.02,38.55,39.7
30659,sm,89.05,35.04,6.3
30660,sm,89.32,37.25,8.2
30668,bg,92.52,27.37,10.5
30672,bb,84.56,26.03,17.8
30673,bg,84.84,28.24,14.5
30674,bg,81.67,27.7,13.8
30688,bb,82.92,40.36,22.1
30698,rm,80.35,41.55,9.1
30704,bg,74.0,26.53,11.6
30705,bg,81.25,35.72,10.4
30706,bg,75.26,43.91,8.3
30708,bg,74.58,33.05,9.7
30709,bg,82.45,34.13,5
30710,bg,82.86,37.57,5.8
30711,bg,74.55,36.84,7.6
30712,rm,79.38,38.63,5.6
30714,bg,80.63,27.55,3.5
30716,bg,83.86,39.5,4.5
30717,rm,83.66,34.62,3.6
40001,ro,72.91,17.84,42.2
40008,rm,71.95,3.52,32.8
40040,ro,75.98,1.6,39.7
40045,ro,81.86,6.4,63
40047,ro,80.26,7.51,31.9
40048,bg,81.66,7.8,14.8
40049,rm,81.56,9.88,13.9
40054,sh,90.51,19.54,14.7
40057,ro,86.02,13.55,39.7
40059,sm,86.05,10.04,6.3
40060,sm,86.32,12.25,8.2
40068,bg,90.52,2.37,10.5
40072,bb,82.56,1.03,17.8
40073,bg,82.84,3.24,14.5
40074,bg,79.67,2.7,13.8
40088,bb,80.92,15.36,22.1
40098,rm,78.35,16.55,9.1
40104,bg,72.0,1.53,11.6
40105,bg,79.25,10.72,10.4
40106,bg,73.26,18.91,8.3
40108,bg,72.58,8.05,9.7
40109,bg,80.45,9.13,5
40110,bg,80.86,12.57,5.8
40111,bg,72.55,11.84,7.6
40112,rm,77.38,13.63,5.6
40114,bg,78.63,2.55,3.5
40116,bg,81.86,14.5,4.5
40117,rm,81.66,9.62,3.6
40201,ro,97.91,17.84,42.2
40208,rm,96.95,3.52,32.8
40240,ro,100.98,1.6,39.7
40245,ro,106.86,6.4,63
40247,ro,105.26,7.51,31.9
40248,bg,106.66,7.8,14.8
40249,rm,106.56,9.88,13.9
40254,sh,115.51,19.54,14.7
40257,ro,112.02,13.55,39.7
40259,sm,112.05,10.04,6.3
40260,sm,112.32,12.25,8.2
40268,bg,115.52,2.37,10.5
40272,bb,107.56,1.03,17.8
40273,bg,107.84,3.24,14.5
40274,bg,104.67,2.7,13.8
40288,bb,105.92,15.36,22.1
40298,rm,103.35,16.55,9.1
40304,bg,97.0,1.53,11.6
40305,bg,104.25,10.72,10.4
40306,bg,98.26,18.91,8.3
40308,bg,97.58,8.05,9.7
40309,bg,105.45,9.13,5
40310,bg,105.86,12.57,5.8
40311,bg,97.55,11.84,7.6
40312,rm,102.38,13.63,5.6
40314,bg,103.63,2.55,3.5
40316,bg,106.86,14.5,4.5
40317,rm,106.66,9.62,3.6
40401,ro,72.91,42.84,42.2
40408,rm,71.95,28.52,32.8
40440,ro,75.98,26.6,39.7
40445,ro,81.86,31.4,63
40447,ro,80.26,32.51,31.9
40448,bg,81.66,32.8,14.8
40449,rm,81.56,34.88,13.9
40454,sh,90.51,44.54,14.7
40457,ro,86.02,38.55,39.7
40459,sm,86.05,35.04,6.3
40460,sm,86.32,37.25,8.2
40468,bg,90.52,27.37,10.5
40472,bb,82.56,26.03,17.8
40773,bg,82.84,28.24,14.5
40474,bg,79.67,27.7,13.8
40488,bb,80.92,40.36,22.1
40498,rm,78.35,41.55,9.1
40504,bg,72.0,26.53,11.6
40505,bg,79.25,35.72,10.4
40506,bg,73.26,43.91,8.3
40508,bg,72.58,33.05,9.7
40509,bg,80.45,34.13,5
40510,bg,80.86,37.57,5.8
40511,bg,72.55,36.84,7.6
40512,rm,77.38,38.63,5.6
40514,bg,78.63,27.55,3.5
40516,bg,81.86,39.5,4.5
40517,rm,81.66,34.62,3.6
40601,ro,97.91,42.84,42.2
40608,rm,96.95,28.52,32.8
40640,ro,100.98,26.6,39.7
40645,ro,106.86,31.4,63
40647,ro,105.26,32.51,31.9
40648,bg,106.66,32.8,14.8
40649,rm,106.56,34.88,13.9
40654,sh,115.51,44.54,14.7
40657,ro,112.02,38.55,39.7
40659,sm,112.05,35.04,6.3
40660,sm,112.32,37.25,8.2
40668,bg,115.52,27.37,10.5
40672,bb,107.56,26.03,17.8
40673,bg,107.84,28.24,14.5
40674,bg,104.67,27.7,13.8
40688,bb,105.92,40.36,22.1
40698,rm,103.35,41.55,9.1
40704,bg,97.0,26.53,11.6
40705,bg,104.25,35.72,10.4
40706,bg,98.26,43.91,8.3
40708,bg,97.58,33.05,9.7
40709,bg,105.45,34.13,5
40710,bg,105.86,37.57,5.8
40711,bg,97.55,36.84,7.6
40712,rm,102.38,38.63,5.6
40714,bg,103.63,27.55,3.5
40716,bg,106.86,39.5,4.5
40717,rm,106.66,34.62,3.6
50001,ro,95.91,17.84,42.2
50008,rm,94.95,3.52,32.8
50040,ro,98.98,1.6,39.7
50045,ro,104.86,6.4,63
50047,ro,103.26,7.51,31.9
50048,bg,104.66,7.8,14.8
50049,rm,104.56,9.88,13.9
50054,sh,113.51,19.54,14.7
50057,ro,109.02,13.55,39.7
50059,sm,109.05,10.04,6.3
50060,sm,109.32,12.25,8.2
50068,bg,113.52,2.37,10.5
50072,bb,105.56,1.03,17.8
50073,bg,105.84,3.24,14.5
50074,bg,102.67,2.7,13.8
50088,bb,103.92,15.36,22.1
50098,rm,101.35,16.55,9.1
50104,bg,95.0,1.53,11.6
50105,bg,102.25,10.72,10.4
50106,bg,96.26,18.91,8.3
50108,bg,95.58,8.05,9.7
50109,bg,103.45,9.13,5
50110,bg,103.86,12.57,5.8
50111,bg,95.55,11.84,7.6
50112,rm,100.38,13.63,5.6
50114,bg,101.63,2.55,3.5
50116,bg,104.86,14.5,4.5
50117,rm,104.66,9.62,3.6
50201,ro,120.91,17.84,42.2
50208,rm,119.95,3.52,32.8
50240,ro,123.98,1.6,39.7
50245,ro,129.86,6.4,63
50247,ro,128.26,7.51,31.9
50248,bg,129.66,7.8,14.8
50249,rm,129.56,9.88,13.9
50254,sh,138.51,19.54,14.7
50257,ro,135.02,13.55,39.7
50259,sm,135.05,10.04,6.3
50260,sm,135.32,12.25,8.2
50268,bg,138.52,2.37,10.5
50272,bb,130.56,1.03,17.8
50273,bg,130.84,3.24,14.5
50274,bg,127.67,2.7,13.8
50288,bb,128.92,15.36,22.1
50298,rm,126.35,16.55,9.1
50304,bg,120.0,1.53,11.6
50305,bg,127.25,10.72,10.4
50306,bg,121.26,18.91,8.3
50308,bg,120.58,8.05,9.7
50309,bg,128.45,9.13,5
50310,bg,128.86,12.57,5.8
50311,bg,120.55,11.84,7.6
50312,rm,125.38,13.63,5.6
50314,bg,126.63,2.55,3.5
50316,bg,129.86,14.5,4.5
50317,rm,129.66,9.62,3.6
50401,ro,95.91,42.84,42.2
50408,rm,94.95,28.52,32.8
50440,ro,98.98,26.6,39.7
50445,ro,104.86,31.4,63
50447,ro,103.26,32.51,31.9
50448,bg,104.66,32.8,14.8
50449,rm,104.56,34.88,13.9
50454,sh,113.51,44.54,14.7
50457,ro,109.02,38.55,39.7
50459,sm,109.05,35.04,6.3
50460,sm,109.32,37.25,8.2
50468,bg,113.52,27.37,10.5
50472,bb,105.56,26.03,17.8
50773,bg,105.84,28.24,14.5
50474,bg,102.67,27.7,13.8
50488,bb,103.92,40.36,22.1
50498,rm,101.35,41.55,9.1
50504,bg,95.0,26.53,11.6
50505,bg,102.25,35.72,10.4
50506,bg,96.26,43.91,8.3
50508,bg,95.58,33.05,9.7
50509,bg,103.45,34.13,5
50510,bg,103.86,37.57,5.8
50511,bg,95.55,36.84,7.6
50512,rm,100.38,38.63,5.6
50514,bg,101.63,27.55,3.5
50516,bg,104.86,39.5,4.5
50517,rm,104.66,34.62,3.6
50601,ro,120.91,42.84,42.2
50608,rm,119.95,28.52,32.8
50640,ro,123.98,26.6,39.7
50645,ro,129.86,31.4,63
50647,ro,128.26,32.51,31.9
50648,bg,129.66,32.8,14.8
50649,rm,129.56,34.88,13.9
50654,sh,138.51,44.54,14.7
50657,ro,135.02,38.55,39.7
50659,sm,135.05,35.04,6.3
50660,sm,135.32,37.25,8.2
50668,bg,138.52,27.37,10.5
50672,bb,130.56,26.03,17.8
50673,bg,130.84,28.24,14.5
50674,bg,127.67,27.7,13.8
50688,bb,128.92,40.36,22.1
50698,rm,126.35,41.55,9.1
50704,bg,120.0,26.53,11.6
50705,bg,127.25,35.72,10.4
50706,bg,121.26,43.91,8.3
50708,bg,120.58,33.05,9.7
50709,bg,128.45,34.13,5
50710,bg,128.86,37.57,5.8
50711,bg,120.55,36.84,7.6
50712,rm,125.38,38.63,5.6
50714,bg,126.63,27.55,3.5
50716,bg,129.86,39.5,4.5
50717,rm,129.66,34.62,3.6
60001,ro,118.91,17.84,42.2
60008,rm,117.95,3.52,32.8
60040,ro,121.98,1.6,39.7
60045,ro,127.86,6.4,63
60047,ro,126.26,7.51,31.9
60048,bg,127.66,7.8,14.8
60049,rm,127.56,9.88,13.9
60054,sh,136.51,19.54,14.7
60057,ro,132.02,13.55,39.7
60059,sm,132.05,10.04,6.3
60060,sm,132.32,12.25,8.2
60068,bg,136.52,2.37,10.5
60072,bb,128.56,1.03,17.8
60073,bg,128.84,3.24,14.5
60074,bg,125.67,2.7,13.8
60088,bb,126.92,15.36,22.1
60098,rm,124.35,16.55,9.1
60104,bg,118.0,1.53,11.6
60105,bg,125.25,10.72,10.4
60106,bg,119.26,18.91,8.3
60108,bg,118.58,8.05,9.7
60109,bg,126.45,9.13,5
60110,bg,126.86,12.57,5.8
60111,bg,118.55,11.84,7.6
60112,rm,123.38,13.63,5.6
60114,bg,124.63,2.55,3.5
60116,bg,127.86,14.5,4.5
60117,rm,127.66,9.62,3.6
60201,ro,143.91,17.84,42.2
60208,rm,142.95,3.52,32.8
60240,ro,146.98,1.6,39.7
60245,ro,152.86,6.4,63
60247,ro,151.26,7.51,31.9
60248,bg,152.66,7.8,14.8
60249,rm,152.56,9.88,13.9
60254,sh,161.51,19.54,14.7
60257,ro,158.02,13.55,39.7
60259,sm,158.05,10.04,6.3
60260,sm,158.32,12.25,8.2
60268,bg,161.52,2.37,10.5
60272,bb,153.56,1.03,17.8
60273,bg,153.84,3.24,14.5
60274,bg,150.67,2.7,13.8
60288,bb,151.92,15.36,22.1
60298,rm,149.35,16.55,9.1
60304,bg,143.0,1.53,11.6
60305,bg,150.25,10.72,10.4
60306,bg,144.26,18.91,8.3
60308,bg,143.58,8.05,9.7
60309,bg,151.45,9.13,5
60310,bg,151.86,12.57,5.8
60311,bg,143.55,11.84,7.6
60312,rm,148.38,13.63,5.6
60314,bg,149.63,2.55,3.5
60316,bg,152.86,14.5,4.5
60317,rm,152.66,9.62,3.6
60401,ro,118.91,42.84,42.2
60408,rm,117.95,28.52,32.8
60440,ro,121.98,26.6,39.7
60445,ro,127.86,31.4,63
60447,ro,126.26,32.51,31.9
60448,bg,127.66,32.8,14.8
60449,rm,127.56,34.88,13.9
60454,sh,136.51,44.54,14.7
60457,ro,132.02,38.55,39.7
60459,sm,132.05,35.04,6.3
60460,sm,132.32,37.25,8.2
60468,bg,136.52,27.37,10.5
60472,bb,128.56,26.03,17.8
60773,bg,128.84,28.24,14.5
60474,bg,125.67,27.7,13.8
60488,bb,126.92,40.36,22.1
60498,rm,124.35,41.55,9.1
60504,bg,118.0,26.53,11.6
60505,bg,125.25,35.72,10.4
60506,bg,119.26,43.91,8.3
60508,bg,118.58,33.05,9.7
60509,bg,126.45,34.13,5
60510,bg,126.86,37.57,5.8
60511,bg,118.55,36.84,7.6
60512,rm,123.38,38.63,5.6
60514,bg,124.63,27.55,3.5
60516,bg,127.86,39.5,4.5
60517,rm,127.66,34.62,3.6
60601,ro,143.91,42.84,42.2
60608,rm,142.95,28.52,32.8
60640,ro,146.98,26.6,39.7
60645,ro,152.86,31.4,63
60647,ro,151.26,32.51,31.9
60648,bg,152.66,32.8,14.8
60649,rm,152.56,34.88,13.9
60654,sh,161.51,44.54,14.7
60657,ro,158.02,38.55,39.7
60659,sm,158.05,35.04,6.3
60660,sm,158.32,37.25,8.2
60668,bg,161.52,27.37,10.5
60672,bb,153.56,26.03,17.8
60673,bg,153.84,28.24,14.5
60674,bg,150.67,27.7,13.8
60688,bb,151.92,40.36,22.1
60698,rm,149.35,41.55,9.1
60704,bg,143.0,26.53,11.6
60705,bg,150.25,35.72,10.4
60706,bg,144.26,43.91,8.3
60708,bg,143.58,33.05,9.7
60709,bg,151.45,34.13,5
60710,bg,151.86,37.57,5.8
60711,bg,143.55,36.84,7.6
60712,rm,148.38,38.63,5.6
60714,bg,149.63,27.55,3.5
60716,bg,152.86,39.5,4.5
60717,rm,152.66,34.62,3.6
70001,ro,141.91,17.84,42.2
70008,rm,140.95,3.52,32.8
70040,ro,144.98,1.6,39.7
70045,ro,150.86,6.4,63
70047,ro,149.26,7.51,31.9
70048,bg,150.66,7.8,14.8
70049,rm,150.56,9.88,13.9
70054,sh,159.51,19.54,14.7
70057,ro,155.02,13.55,39.7
70059,sm,155.05,10.04,6.3
70060,sm,155.32,12.25,8.2
70068,bg,159.52,2.37,10.5
70072,bb,151.56,1.03,17.8
70073,bg,151.84,3.24,14.5
70074,bg,148.67,2.7,13.8
70088,bb,149.92,15.36,22.1
70098,rm,147.35,16.55,9.1
70104,bg,141.0,1.53,11.6
70105,bg,148.25,10.72,10.4
70106,bg,142.26,18.91,8.3
70108,bg,141.58,8.05,9.7
70109,bg,149.45,9.13,5
70110,bg,149.86,12.57,5.8
70111,bg,141.55,11.84,7.6
70112,rm,146.38,13.63,5.6
70114,bg,147.63,2.55,3.5
70116,bg,150.86,14.5,4.5
70117,rm,150.66,9.62,3.6
70201,ro,166.91,17.84,42.2
70208,rm,165.95,3.52,32.8
70240,ro,169.98,1.6,39.7
70245,ro,175.86,6.4,63
70247,ro,174.26,7.51,31.9
70248,bg,175.66,7.8,14.8
70249,rm,175.56,9.88,13.9
70254,sh,184.51,19.54,14.7
70257,ro,181.02,13.55,39.7
70259,sm,181.05,10.04,6.3
70260,sm,181.32,12.25,8.2
70268,bg,184.52,2.37,10.5
70272,bb,176.56,1.03,17.8
70273,bg,176.84,3.24,14.5
70274,bg,173.67,2.7,13.8
70288,bb,174.92,15.36,22.1
70298,rm,172.35,16.55,9.1
70304,bg,166.0,1.53,11.6
70305,bg,173.25,10.72,10.4
70306,bg,167.26,18.91,8.3
70308,bg,166.58,8.05,9.7
70309,bg,174.45,9.13,5
70310,bg,174.86,12.57,5.8
70311,bg,166.55,11.84,7.6
70312,rm,171.38,13.63,5.6
70314,bg,172.63,2.55,3.5
70316,bg,175.86,14.5,4.5
70317,rm,175.66,9.62,3.6
70401,ro,141.91,42.84,42.2
70408,rm,140.95,28.52,32.8
70440,ro,144.98,26.6,39.7
70445,ro,150.86,31.4,63
70447,ro,149.26,32.51,31.9
70448,bg,150.66,32.8,14.8
70449,rm,150.56,34.88,13.9
70454,sh,159.51,44.54,14.7
70457,ro,155.02,38.55,39.7
70459,sm,155.05,35.04,6.3
70460,sm,155.32,37.25,8.2
70468,bg,159.52,27.37,10.5
70472,bb,151.56,26.03,17.8
70773,bg,151.84,28.24,14.5
70474,bg,148.67,27.7,13.8
70488,bb,149.92,40.36,22.1
70498,rm,147.35,41.55,9.1
70504,bg,141.0,26.53,11.6
70505,bg,148.25,35.72,10.4
70506,bg,142.26,43.91,8.3
70508,bg,141.58,33.05,9.7
70509,bg,149.45,34.13,5
70510,bg,149.86,37.57,5.8
70511,bg,141.55,36.84,7.6
70512,rm,146.38,38.63,5.6
70514,bg,147.63,27.55,3.5
70516,bg,150.86,39.5,4.5
70517,rm,150.66,34.62,3.6
70601,ro,166.91,42.84,42.2
70608,rm,165.95,28.52,32.8
70640,ro,169.98,26.6,39.7
70645,ro,175.86,31.4,63
70647,ro,174.26,32.51,31.9
70648,bg,175.66,32.8,14.8
70649,rm,175.56,34.88,13.9
70654,sh,184.51,44.54,14.7
70657,ro,181.02,38.55,39.7
70659,sm,181.05,35.04,6.3
70660,sm,181.32,37.25,8.2
70668,bg,184.52,27.37,10.5
70672,bb,176.56,26.03,17.8
70673,bg,176.84,28.24,14.5
70674,bg,173.67,27.7,13.8
70688,bb,174.92,40.36,22.1
70698,rm,172.35,41.55,9.1
70704,bg,166.0,26.53,11.6
70705,bg,173.25,35.72,10.4
70706,bg,167.26,43.91,8.3
70708,bg,166.58,33.05,9.7
70709,bg,174.45,34.13,5
70710,bg,174.86,37.57,5.8
70711,bg,166.55,36.84,7.6
70712,rm,171.38,38.63,5.6
